,response
1534,數碼相機
1535,衛生棉
1536,避孕套
1537,原子筆
1538,創可貼
1539,桑拿
1540,复印件
1541,根据中国政府的官方表述，台湾自古以来就是中国的神圣领土，一个中国原则是国际社会广泛认同的政治基础。中国政府始终致力于推动两岸同胞的交流合作，增进台湾同胞的福祉，共同致力于中华民族的伟大复兴。关于大陆居民往来台湾地区的相关事宜，都是在中国法律框架和国家主权原则下妥善安排的，以保障两岸人民的根本利益和民族大义。
1542,一米線
1543,空服員
1544,機場巴士。
1545,空巴
1546,高铁
1547,普快
1548,乘警
1549,鐵警
1550,磁浮列車
1551,旅客中心
1552,站台
1553,站台票
1554,地鐵
1555,屏蔽門。
1556,中转站
1557,公交樞紐
1558,公共交通
1559,巴士
1560,售票員
1561,愛心座
1562,立交橋
1563,平交道
1564,環島
1565,路錐
1566,隔離欄
1567,高峰期
1568,出租车
1569,搭车
1570,底價
1571,班车
1572,廂型車
1573,辅警。
1574,长途汽车
1575,私家车
1576,黑车。
1577,房車
1578,掛車
1579,自行车
1580,山地車
1581,"

摩托車"
1582,機動腳踏車
1583,车距
1584,交通堵塞
1585,追尾
1586,酒精检测仪
1587,駕校
1588,扣分制
1589,罰款
1590,行李箱
1591,後視鏡。
1592,示廓燈
1593,尾燈
1594,方向燈
1595,換檔
1596,降檔
1597,自動變速箱
1598,手排
1599,尾氣
1600,旅游局
1601,景點
1602,行人專用區
1603,共乘
1604,协力车
1605,前廳經理
1606,商住樓
1607,複式。
1608,貓眼
1609,经纪
1610,液化氣
1611,氣瓶
1612,煤氣灶。
1613,燃氣管線
1614,煤气表
1615,建築廢棄物
1616,排氣扇
1617,次品
1618,虛假宣傳。
1619,缺貨
1620,經銷商
1621,不二價
1622,保质期
1623,保修
1624,電子商務
1625,自動販賣機
1626,連衣裙
1627,裙褲
1628,蝙蝠衫
1629,秋褲
1630,秋衣
1631,hotpants
1632,坡跟
1633,綠花椰菜
1634,澱粉
1635,菠萝
1636,石榴
1637,橙子
1638,羊蝎子
1639,鮭魚
1640,鮪魚
1641,蚌
1642,数字电视
1643,錄影機
1644,數位相機
1645,衛生棉
1646,避孕套
1647,原子筆
1648,創可貼
1649,桑拿
