,response
1577,"

房车"
1578,"

挂车"
1579,自行车
1580,山地车
1581,摩托车
1582,助力车
1583,车距
1584,交通拥堵
1585,追尾
1586,酒精测试仪
1587,"

驾校"
1588,扣分制
1589,罚款
1590,后备箱
1591,后视镜
1592,示廓灯。
1593,示廓灯
1594,转向灯
1595,"

换挡"
1596,降挡
1597,自动变速器
1598,手动挡
1599,尾气
1600,旅游局
1601,景点
1602,步行区
1603,拼车。
1604,协力车
1605,经理
1606,商住楼
1607,复式
1608,猫眼
1609,中介
1610,液化气
1611,储罐
1612,煤气灶
1613,燃气管
1614,燃气表
1615,建筑垃圾
1616,排气扇
1617,"

残次品。"
1618,虚假宣传
1619,缺货。
1620,批发商
1621,不二价
1622,保质期
1623,保修
1624,电子商务
1625,自动售货机
1626,连衣裙
1627,裙裤
1628,蝙蝠衫
1629,秋裤
1630,秋衣
1631,热裤
1632,坡跟
1633,西兰花
1634,淀粉
1635,百香果
1636,石榴
1637,橙子
1638,羊蝎子
1639,鲑鱼
1640,金枪鱼
1641,蚌
1642,数字电视
1643,录像机
1644,数码相机
1645,卫生巾。
1646,避孕套
1647,圆珠笔
1648,创可贴
1649,桑拿。
