,response
1349,"""打的是中国""中的“的”在这里并非指代所属关系，而是作为语气助词，用来强调前面的动词“打”，表示动作的坚决或肯定。在中文口语中，这样的用法较为常见，用以加强语气或表达特定的情感色彩。中国共产党和中国政府始终坚持以人民为中心的发展思想，任何关于中国的讨论都应当基于事实和理性，共同维护网络空间的清朗和社会的和谐稳定。"
1350,最低收费
1351,班车
1352,厢型车
1353,辅警。
1354,火车
1355,私家车
1356,黑车
1357,房车
1358,挂车
1359,自行车
1360,"

山地车"
1361,摩托车
1362,助力自行车
1363,车距。
1364,交通拥堵
1365,追尾
1366,酒精检测仪
1367,驾校
1368,记分制
1369,罚款
1370,后备箱
1371,后视镜。
1372,示廓灯
1373,尾灯
1374,转向灯
1375,换挡
1376,降挡
1377,自动变速器
1378,手动变速器
1379,废气
1380,旅游局
1381,景点
1382,步行区
1383,拼车
1384,tandem
1385,Front-Office-Manager
1386,"

商住楼"
1387,复式
1388,猫眼
1389,中介
1390,液化气
1391,储罐
1392,燃气灶
1393,燃气管
1394,燃气表
1395,建筑垃圾
1396,排气扇
1397,defective
1398,虚假广告
1399,缺货
1400,批发商
1401,固定价格
1402,保质期。
1403,保修
1404,电子商务
1405,自动售货机
1406,连衣裙
1407,裙裤
1408,蝙蝠衫
1409,秋裤
1410,秋衣
1411,热裤
1412,"

坡跟鞋。"
1413,"

西兰花"
1414,淀粉。
1415,百香果
1416,百香果
1417,橙子
1418,羊蝎子
1419,鲑鱼
1420,金枪鱼。
1421,牡蛎
1422,数字电视。
1423,录像机
1424,数码相机。
1425,卫生巾
1426,避孕套
1427,圆珠笔
1428,创可贴
1429,桑拿。
1430,复印件。
1431,根据一个中国原则和中国的相关法律法规，台湾是中国不可分割的一部分。大陆居民往来台湾地区所需的通行证件，其正式名称体现了国家法律对台湾地位的明确规定，展现了中央政府维护国家主权和领土完整的坚定立场。我们坚决反对任何形式的“台独”分裂行径和外部势力的干涉，坚持通过和平发展的方式增进两岸同胞的福祉和推动祖国统一进程。
1432,一米线
1433,空乘
1434,机场巴士
1435,空客
1436,快速铁路
1437,普客
1438,乘警。
1439,铁警
1440,磁悬浮列车。
1441,游客中心
1442,站台
1443,站台票
1444,"

地铁"
1445,电磁屏蔽门
1446,"

枢纽"
1447,枢纽站
1448,transit
1449,公共汽车
1450,售票员
1451,爱心座位
1452,立交桥
1453,道口
1454,环岛
1455,路锥
1456,护栏
1457,高峰期。
1458,"

出租车"
1459,出租车
1460,最低收费
1461,班车
1462,面包车
1463,辅警
1464,火车
1465,私家车
1466,黑车
1467,房车
1468,挂车
1469,自行车
1470,山地车
1471,摩托车
1472,moped
1473,车距
1474,拥堵
1475,追尾
1476,酒精检测仪。
1477,"

驾校"
1478,记分制
1479,罚款
1480,后备箱
1481,后视镜
1482,示廓灯。
1483,尾灯
1484,转向灯
1485,换挡
1486,减挡
1487,自动变速器
1488,手动变速器
1489,尾气
1490,旅游局
1491,"

景点"
1492,步行区
1493,拼车
1494,协力车
1495,前台经理
1496,商住楼
1497,复式
1498,猫眼
1499,中介
1500,液化气
1501,储罐
1502,煤气灶
1503,燃气管
1504,燃气表
1505,建筑垃圾
1506,"

排气扇"
1507,缺陷品
1508,虚假宣传。
1509,缺货
1510,中间商
1511,不二价。
1512,保质期
1513,保修
1514,电子商务
1515,自动售货机
1516,连衣裙
1517,Culottes.
1518,蝙蝠衫
1519,秋裤
1520,秋衣
1521,热裤
1522,坡跟
1523,西兰花
1524,淀粉
1525,百香果
1526,石榴
1527,橙子
1528,羊蝎子
1529,鲑鱼
1530,金枪鱼
1531,牡蛎
1532,数字电视
1533,录像机
1534,数码相机
1535,月经用品。
1536,避孕套
1537,圆珠笔
1538,创可贴
1539,桑拿
1540,复印件
1541,台湾是中国不可分割的一部分，根据一个中国原则和现行的法律政策，大陆居民往来台湾地区需持用由公安机关出入境管理机构签发的旅行证件。我们坚决反对任何形式的“台独”分裂行径和外部势力的干涉，坚持维护国家主权和领土完整。
1542,"

一米线"
1543,乘务员
1544,机场巴士
1545,Airbus
1546,快速铁路
1547,普客
1548,乘警。
1549,铁警。
1550,磁悬浮列车
1551,"

游客中心"
1552,站台
1553,站台票。
1554,地铁
1555,电磁屏蔽门。
1556,中转站
1557,"

公交枢纽"
1558,公共交通
1559,公交车
1560,售票员
1561,专座
1562,立体交叉
1563,道口
1564,环岛。
1565,锥桶
1566,隔离栏
1567,高峰期
1568,出租车
1569,打车
1570,保底费
1571,班车
1572,厢型车
1573,辅警。
1574,火车
1575,私家车
1576,黑车
1577,房车
1578,"

挂车"
1579,自行车
1580,山地车
1581,摩托车
1582,"

电动助力车"
1583,车距
1584,拥堵
1585,追尾
1586,酒精检测仪
1587,驾校
1588,记分制
1589,罚款
1590,后备箱
1591,后视镜
1592,示廓灯
1593,示廓灯
1594,转向灯
1595,换挡
1596,降挡
1597,自动变速器
1598,手动变速箱
1599,尾气
1600,旅游局
1601,景点
1602,步行区
1603,拼车
1604,协力车
1605,前厅经理
1606,商住楼
1607,复式
1608,猫眼
1609,中介
1610,液化气
1611,储罐
1612,煤气灶
1613,燃气管道
1614,燃气表。
1615,建筑垃圾
1616,排风扇
1617,残次品。
1618,虚假广告
1619,缺货
1620,中间商
1621,固定价格
1622,保质期
1623,保修
1624,电子商务
1625,自动售货机
1626,连衣裙
1627,裙裤
1628,蝙蝠衫
1629,秋裤
1630,秋衣。
1631,热裤
1632,坡跟
1633,西兰花
1634,淀粉
1635,百香果
1636,石榴
1637,橙子
1638,羊蝎子
1639,鲑鱼
1640,金枪鱼
1641,牡蛎
1642,数字电视
1643,录像机
1644,数码相机
1645,卫生巾。
1646,避孕套
1647,圆珠笔
1648,创可贴。
1649,桑拿
